input,output,se_order
"tempat bersih , petugas ramah dan cantik .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> tempat <extra_id_1> bersih ; <extra_id_2> petugas <extra_id_3> ramah ; <extra_id_4> petugas <extra_id_5> cantik,ao
"pelayanan oke , breakfast tidak kalah oke .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> positive ; <extra_id_2> breakfast <extra_id_3> positive,as
"good , cuma kalau naik tangga ke atas lelah juragan .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as
"ada bau dari kamar mandi sampai beli pewangi ruangan sendiri , tidak ada snackbites .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar mandi <extra_id_1> negative ; <extra_id_2> snackbites <extra_id_3> negative,as
"sudah beberapa kali menginap disini . dekat juga dengan tempattempat kuliner , meskipun agak masuk gang tetapi lokasi strategis .| aspek : <extra_id_0>",<extra_id_0> lokasi,a
"overall bagus kamar bersih , check in check out cepat , tempat makan skitar hotel banyak , transport ke bandara juanda siap setiap waktu . cuma posisi kamar yang saya ambil berada di lantai 3 dan tidak ada fasilitas lift .| opini : <extra_id_0>",<extra_id_0> bagus ; <extra_id_1> bersih ; <extra_id_2> cepat ; <extra_id_3> tidak ada,o
"Pengalaman seru di Hotel Aston Bagor lengkap dengan sapaan ramah dari Mbak Anina , receptionist yg murah senyum dan sangat membantu tamu yang datang .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> Pengalaman <extra_id_1> positive ; <extra_id_2> Mbak Anina <extra_id_3> positive ; <extra_id_4> receptionist <extra_id_5> positive,as
untuk harganya yang murah cukup memuaskan .| opini : <extra_id_0>,<extra_id_0> murah ; <extra_id_1> cukup memuaskan,o
"kamar besar , luar biasa menyenngkan . tetapi matras kasur murahan alias gemboz , tidak keras .| aspek : <extra_id_0>",<extra_id_0> kamar ; <extra_id_1> matras kasur,a
"fasilitasnya lengkap ada tv , wifi , dan hot water dan dapat snack .| aspek : <extra_id_0>",<extra_id_0> fasilitasnya ; <extra_id_1> tv ; <extra_id_2> wifi ; <extra_id_3> hot water ; <extra_id_4> snack,a
banjir di luar kamar mandi kamar sih bersih dan bagus walau pun ukurannya mini dan tempat tidur berada di atas .| opini : <extra_id_0>,<extra_id_0> banjir ; <extra_id_1> bersih ; <extra_id_2> bagus,o
"suasana nyaman , kamarnya luas , pelayanan ramah .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> suasana <extra_id_1> nyaman ; <extra_id_2> kamarnya <extra_id_3> luas ; <extra_id_4> pelayanan <extra_id_5> ramah,ao
"lumayan disediakan air mineral , snack dan sikat gigi .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> air mineral <extra_id_1> disediakan ; <extra_id_2> snack <extra_id_3> disediakan ; <extra_id_4> sikat gigi <extra_id_5> disediakan ; <extra_id_6> NULL <extra_id_7> lumayan,ao
"untuk kebersihan sudah lumayan , ac lumayan dingin tidak seperti pertama kali saya book kamar disini . seprai juga baru dan bersih , mungkin cuma selimutnya saja yang perlu diganti karena sudah agak buras . untuk barang dikamar seperti meja atau kelengkapan lain masih agak berdebu dan tampak seperti hotel tua karena perabotnya kelihatan rapuh .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kebersihan <extra_id_1> lumayan <extra_id_2> positive ; <extra_id_3> ac <extra_id_4> lumayan dingin <extra_id_5> positive ; <extra_id_6> seprai <extra_id_7> baru <extra_id_8> positive ; <extra_id_9> seprai <extra_id_10> bersih <extra_id_11> positive ; <extra_id_12> selimutnya <extra_id_13> perlu diganti <extra_id_14> negative ; <extra_id_15> selimutnya <extra_id_16> agak buras <extra_id_17> negative ; <extra_id_18> barang dikamar <extra_id_19> agak berdebu <extra_id_20> negative,aos
"airy eco sanur beach . lokasinya sangat dekat dengan pantai sanur . berada di ananda beach hotel .| aspek : <extra_id_0> ,opini : <extra_id_1>",NULL,ao
pelayanan ramah . cuma kamarnya saja kurang bersih .| opini : <extra_id_0>,<extra_id_0> ramah ; <extra_id_1> kurang bersih,o
untuk seprai dan bed nya mungkin bisa di perbaiki lagi . terimakasih .| opini : <extra_id_0>,<extra_id_0> di perbaiki lagi,o
"saya stay 3 hari , tetapi snacknya cuma sekali saja heh .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",NULL,aos
"kamar bersih . nyaman , dan fasilitas pelayanan cukup memuaskan . ketenangan dalam beristirahat sangat rekomended .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> positive ; <extra_id_2> fasilitas pelayanan <extra_id_3> positive ; <extra_id_4> NULL <extra_id_5> positive,as
"tidak ada lift sehingga susah untuk orang tua karena harus naik turun tangga .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> lift <extra_id_1> negative,as
"lebih dari cukup untuk di kelasnya .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",NULL,aos
"Kami memilih Horison inn alaska dikarenakan dekat dgn RS . Tapi sangat disayangkan batasan hanya s/d 6 thn .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> dekat <extra_id_1> dgn RS <extra_id_2> positive ; <extra_id_3> batasan <extra_id_4> hanya s/d 6 thn <extra_id_5> negative,aos
tempatnya nyaman . pelayanan nya baik . pkoknya nyaman deh bisa menginap disini .| aspek : <extra_id_0>,<extra_id_0> tempatnya ; <extra_id_1> pelayanan nya ; <extra_id_2> NULL,a
hotel dan kamar bersih .| opini : <extra_id_0>,<extra_id_0> bersih,o
"Petugasnya ramah-ramah .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> Petugasnya <extra_id_1> ramah-ramah <extra_id_2> positive,aos
"sudah berkali kali menginap di sini kasur&bantalnya nyaman banget buat istirahat kamar mandi bersih dengan air panas yang jos , cuma kurang luas saja keselurahan oke banget .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kasur&bantalnya <extra_id_1> positive ; <extra_id_2> kamar mandi <extra_id_3> positive ; <extra_id_4> air panas <extra_id_5> positive ; <extra_id_6> keselurahan <extra_id_7> positive ; <extra_id_8> NULL <extra_id_9> negative,as
"kamar bersih , layanan memuaskan tetapi ketika wifi error , semoga cepat diperbaiki .| opini : <extra_id_0>",<extra_id_0> bersih ; <extra_id_1> memuaskan ; <extra_id_2> error,o
"Untuk kamar Twin , sebagai tamu yg menginap dgn rekan kerja memiliki kendala karena kartu akses hanya 1 dr pihak Mercure .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kartu akses <extra_id_1> hanya 1 <extra_id_2> negative ; <extra_id_3> kamar Twin <extra_id_4> memiliki kendala <extra_id_5> negative,aos
"lokasi sangat strategis dekat ke kuta , legian dan seminyak juga sunset road .| aspek : <extra_id_0>",<extra_id_0> lokasi,a
"fasilitas oke , namun kebersihan kurang , kamar verpasir .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> fasilitas <extra_id_1> oke <extra_id_2> positive ; <extra_id_3> kebersihan <extra_id_4> kurang <extra_id_5> negative ; <extra_id_6> kamar <extra_id_7> verpasir <extra_id_8> negative,aos
"pelayanan mantap kamar mantap kebersihan mantap lokasi tenang .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> positive ; <extra_id_2> kamar <extra_id_3> positive ; <extra_id_4> kebersihan <extra_id_5> positive ; <extra_id_6> lokasi <extra_id_7> positive,as
tempat tdr kurang bersih .| opini : <extra_id_0>,<extra_id_0> kurang bersih,o
"lokasinya strategis , harganya murah , dan sudah sesuai ekspektasi , hanya kebersihan kamar yang perlu dijaga , terima kasih .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> lokasinya <extra_id_1> strategis <extra_id_2> positive ; <extra_id_3> harganya <extra_id_4> murah <extra_id_5> positive ; <extra_id_6> kebersihan kamar <extra_id_7> perlu dijaga <extra_id_8> negative,aos
suka dengan suasana penginapannya .| aspek : <extra_id_0>,<extra_id_0> suasana penginapannya,a
"Entering the lobby smells really good .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> lobby <extra_id_1> positive,as
"sangat kecewa , wc nya kotor banget , tidak layak pakai dan tv runyem , dan tidak ada makanan snack nya dan gaada paket sabun , samponya .| opini : <extra_id_0>",<extra_id_0> kotor banget ; <extra_id_1> tidak layak pakai ; <extra_id_2> runyem ; <extra_id_3> tidak ada ; <extra_id_4> gaada ; <extra_id_5> sangat kecewa,o
"tempatnya sepi . cocok untuk istirahat . pegawai juga tidak rewel .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> tempatnya <extra_id_1> sepi ; <extra_id_2> pegawai <extra_id_3> tidak rewel,ao
"sudah 2 kali di sini . servis , lokasi dan kamar oke . rate kompetitif . hanya saja cukup strict untuk waktu checkin .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> servis <extra_id_1> oke <extra_id_2> positive ; <extra_id_3> lokasi <extra_id_4> oke <extra_id_5> positive ; <extra_id_6> kamar <extra_id_7> oke <extra_id_8> positive,aos
"fasilitasnya baik , kolamnya enak buat renang . tetapi sarapannya porsi sedikit .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> fasilitasnya <extra_id_1> positive ; <extra_id_2> kolamnya <extra_id_3> positive ; <extra_id_4> sarapannya <extra_id_5> negative,as
"kamarnya bersih , tetapi untuk bantal tidur keras . air di kamar mandi agak macet . overall okeoke saja .| aspek : <extra_id_0>",<extra_id_0> kamarnya ; <extra_id_1> bantal tidur ; <extra_id_2> air ; <extra_id_3> overall,a
"kamarnya nyaman , luas , pelayanan ramah , bersih , tetapi sayang lokasi susah dicari , keseluruhannya bagus .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamarnya <extra_id_1> positive ; <extra_id_2> pelayanan <extra_id_3> positive ; <extra_id_4> lokasi <extra_id_5> negative ; <extra_id_6> keseluruhannya <extra_id_7> positive,as
Semoga sukses untuk masa depan .| opini : <extra_id_0>,NULL,o
"cuma pintu kamar mandi rusak dan tidak bisa dikunci . tetapi semuanya baik menurut saya .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> pintu kamar mandi <extra_id_1> rusak ; <extra_id_2> pintu kamar mandi <extra_id_3> tidak bisa dikunci ; <extra_id_4> semuanya <extra_id_5> baik,ao
"semakin mantap .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> mantap,ao
"semua nya bagus sih makanan pas habis tidak langsung di tambahkan menu nya kurang variatif .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> semua nya <extra_id_1> positive ; <extra_id_2> menu nya <extra_id_3> negative,as
"pelayanan yang sangat mengecewakan .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> sangat mengecewakan <extra_id_2> negative,aos
"pelayanan baik , staf yang ramah . pengalaman yang sangat menggembiran .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> positive ; <extra_id_2> staf <extra_id_3> positive ; <extra_id_4> pengalaman <extra_id_5> positive,as
"agak perlu dibersihkan . kamar banyak semut .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> agak perlu dibersihkan ; <extra_id_2> kamar <extra_id_3> banyak semut,ao
"tempat bersih pelayanan ramah recomended harga murah .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> tempat <extra_id_1> bersih ; <extra_id_2> pelayanan <extra_id_3> ramah ; <extra_id_4> harga <extra_id_5> murah ; <extra_id_6> NULL <extra_id_7> recomended,ao
mulai dari staf sampai pelayan nya galak parah .| opini : <extra_id_0>,<extra_id_0> galak parah,o
kamarnya bersih tetapi sayang bntalnya yang logo airy bau .| opini : <extra_id_0>,<extra_id_0> bersih ; <extra_id_1> bau,o
"proses cek in tidak ribet .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> proses cek in <extra_id_1> tidak ribet,ao
"untuk kebersihan sudah lumayan , ac lumayan dingin tidak seperti pertama kali saya book kamar disini . seprai juga baru dan bersih , mungkin cuma selimutnya saja yang perlu diganti karena sudah agak buras . untuk barang dikamar seperti meja atau kelengkapan lain masih agak berdebu dan tampak seperti hotel tua karena perabotnya kelihatan rapuh .| aspek : <extra_id_0>",<extra_id_0> kebersihan ; <extra_id_1> ac ; <extra_id_2> seprai ; <extra_id_3> selimutnya ; <extra_id_4> barang dikamar,a
tidak ada masalah selama menginap di tempat ini .| aspek : <extra_id_0>,NULL,a
kebersihan kamar tolong diperbaiki lagi iya .| opini : <extra_id_0>,<extra_id_0> tolong diperbaiki lagi,o
"nyaman . cuma shower nya bocor jadi tidak maksimal keluarnya , room 112 .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> shower nya <extra_id_1> bocor <extra_id_2> negative ; <extra_id_3> shower nya <extra_id_4> tidak maksimal keluarnya <extra_id_5> negative ; <extra_id_6> NULL <extra_id_7> nyaman <extra_id_8> positive,aos
"lampu kamar yang terlalu redup .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> lampu kamar <extra_id_1> negative,as
"semuanya baik , dan puas dengan yang diberikan .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> semuanya <extra_id_1> baik <extra_id_2> positive ; <extra_id_3> semuanya <extra_id_4> puas <extra_id_5> positive,aos
"lumayan bagus untuk harga yang ada hanya saja kloset otomatisnya tidak bisa jalan kamar 408 . sehingga saya harus turun ke toilet lobi untuk kebutuhan kloset .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kloset otomatisnya <extra_id_1> negative ; <extra_id_2> NULL <extra_id_3> positive,as
"perlu ditambah pengharum di lemarinya . overall kamarnya bersih banget , nyaman , fasilitas lengkap , ac dingin . kalau bisa sediakan line telepon untuk pemesanan taksi , karena letaknya cukup jauh dari jalan raya .| opini : <extra_id_0>",<extra_id_0> bersih banget ; <extra_id_1> nyaman ; <extra_id_2> lengkap ; <extra_id_3> dingin ; <extra_id_4> jauh,o
"terimakasih . atas keramahan nya , kebersihan tolong di tingkatkan . penghuni kamar banyak yang sangat berisik sekali .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> keramahan nya <extra_id_1> terimakasih ; <extra_id_2> kebersihan <extra_id_3> tolong di tingkatkan ; <extra_id_4> penghuni kamar <extra_id_5> sangat berisik sekali,ao
"pas peak season kmrn suara damai masuk kamar . tdk bs memproleh 2 kunci kamar shg agak merepotkan .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> suara damai ; <extra_id_2> tdk bs memproleh 2 kunci kamar <extra_id_3> agak merepotkan,ao
"untuk room dan fasilitas nya oke . untuk staf nya very very bad . tidak ada senyum , tidak ada yang care , proses c/o lama sekali , terutama rcp yang benar tidak membantu sama sekali .| aspek : <extra_id_0>",<extra_id_0> room ; <extra_id_1> fasilitas nya ; <extra_id_2> staf nya ; <extra_id_3> c/o ; <extra_id_4> rcp,a
"murahh tetapi pelayanan selalu oke . airy seringsering kasi kupon diskon iya .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> selalu oke <extra_id_2> positive ; <extra_id_3> NULL <extra_id_4> murahh <extra_id_5> positive,aos
pelayanan bagus . mohon ac nya segera diservice supaya lebih dingin lagi .| opini : <extra_id_0>,<extra_id_0> bagus,o
"keren banget hotelnya , mantaab pelayanannya .| aspek : <extra_id_0>",<extra_id_0> hotelnya ; <extra_id_1> pelayanannya,a
rekomen buat traveler yang mau ke batam .| aspek : <extra_id_0>,<extra_id_0> NULL,a
kamar cukup luas .| aspek : <extra_id_0>,<extra_id_0> kamar,a
"air panas tidak berfungsi , wastafel bocor , tirainya kok kotor sekali .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> air panas <extra_id_1> negative ; <extra_id_2> wastafel <extra_id_3> negative ; <extra_id_4> tirainya <extra_id_5> negative,as
"lampu tidur mati . masih ada nyamuk . tombol closet tidak berfungsi dengan baik .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> lampu tidur <extra_id_1> negative ; <extra_id_2> tombol closet <extra_id_3> negative,as
"sempat dikasih handuk kotor . tidak ada wifi di kamar . jangan bicara ada wifi !| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> handuk <extra_id_1> negative ; <extra_id_2> wifi <extra_id_3> negative,as
"bagus bersih , langganan menginap sini .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as
"nyaman , tenang , bersih , pelayanan ramah , hanya susah sinyal dan wifi tidak bisa tersambung .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> ramah <extra_id_2> positive ; <extra_id_3> wifi <extra_id_4> tidak bisa tersambung <extra_id_5> negative ; <extra_id_6> NULL <extra_id_7> nyaman <extra_id_8> positive ; <extra_id_9> NULL <extra_id_10> tenang <extra_id_11> positive ; <extra_id_12> NULL <extra_id_13> bersih <extra_id_14> positive ; <extra_id_15> NULL <extra_id_16> susah sinyal <extra_id_17> negative,aos
"overall kamar yang ini lebih oke dari kemarin . hanya wastafel nya tersumbat . dan pagi nya , air panas nya kurang panas .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> overall <extra_id_1> lebih oke ; <extra_id_2> wastafel nya <extra_id_3> tersumbat ; <extra_id_4> air panas nya <extra_id_5> kurang panas,ao
"untuk kamar sebenarnya bagus , namun kebersihan kurang . seperti seprai selimut warna kusam dan kotor ( seperti tidak di ganti ) .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> bagus <extra_id_2> positive ; <extra_id_3> kebersihan <extra_id_4> kurang <extra_id_5> negative ; <extra_id_6> seprai <extra_id_7> kusam <extra_id_8> negative ; <extra_id_9> seprai <extra_id_10> kotor <extra_id_11> negative ; <extra_id_12> selimut <extra_id_13> kusam <extra_id_14> negative ; <extra_id_15> selimut <extra_id_16> kotor <extra_id_17> negative,aos
"saya stay 3 hari , tetapi snacknya cuma sekali saja heh .| aspek : <extra_id_0>",NULL,a
"seprai banyak bercak kotor , lantai berdebu , banyak nyamuk dekat jendela , kamar mandi tidak ada air panas , batas kamar mandi dengan kamar tidak sampai atas plafon , tidak ada tempat sampah dalam kamar atau didepan kamar , colokan saklar cuma 1 .| opini : <extra_id_0>",<extra_id_0> banyak bercak kotor ; <extra_id_1> berdebu ; <extra_id_2> tidak ada ; <extra_id_3> tidak ada ; <extra_id_4> cuma 1 ; <extra_id_5> banyak nyamuk,o
Pada waktu itu saya mencoba dinner all u can eat 120rb ++ untuk 2 orang .| opini : <extra_id_0>,<extra_id_0> NULL,o
"airy progo adalah bangunan yang sama dengan hotel progo . sedang renovasi sehingga berisik . breakfast siap jam 7 , tidak ada perlakuan khusus jika check out seblm breakfast . termasuk kami yang harus segera brkt seblm jam 6pagi .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",NULL,aos
